종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"001040","CJ","KOSPI",,"110900","6900","6.63","104300","113100","104200","337299","37166392300","3235729078200","29176998"
"079160","CJ CGV","KOSPI",,"5470","30","0.55","5510","5540","5410","200651","1099744850","905723004780","165580074"
"035760","CJ ENM","KOSDAQ GLOBAL","중견기업부","60000","-1200","-1.96","61700","62300","59800","71472","4333422200","1315749240000","21929154"
"311690","CJ 바이오사이언스","KOSDAQ","기술성장기업부","11000","-210","-1.87","11210","11210","10800","61974","677341730","100237522000","9112502"
"00104K","CJ4우(전환)","KOSPI",,"84400","3200","3.94","81000","85500","80800","42309","3580873800","356717612800","4226512"
"000120","CJ대한통운","KOSPI",,"82600","-1400","-1.67","84000","84300","82600","43705","3634431300","1884299614400","22812344"
"011150","CJ씨푸드","KOSPI",,"3265","170","5.49","3095","3330","3020","2038004","6568254175","117313973845","35930773"
"011155","CJ씨푸드1우","KOSPI",,"23650","5420","29.73","19500","23650","19500","17848","409166950","4730000000","200000"
"001045","CJ우","KOSPI",,"58900","1100","1.90","58000","58900","57800","4094","239773400","133127134700","2260223"
"097950","CJ제일제당","KOSPI",,"266500","-3500","-1.30","271000","271000","266500","35686","9571725500","4011940569000","15054186"
"097955","CJ제일제당 우","KOSPI",,"129300","-700","-0.54","130500","130500","129300","1162","150552800","171637086900","1327433"
"051500","CJ프레시웨이","KOSDAQ","우량기업부","18500","0","0.00","18450","18800","18130","26797","490394120","219624341000","11871586"
"058820","CMG제약","KOSDAQ","우량기업부","1896","11","0.58","1889","1909","1870","272252","515131069","263339694624","138892244"
"023460","CNH","KOSDAQ","관리종목(소속부없음)","109","0","0.00","0","0","0","0","0","4054800000","37200000"
"056730","CNT85","KOSDAQ","중견기업부","703","2","0.29","705","707","700","17427","12255573","52100163758","74111186"
"000480","CR홀딩스","KOSPI",,"5870","-40","-0.68","5980","5980","5830","6137","35996060","275247176300","46890490"
"065770","CS","KOSDAQ","벤처기업부","1704","-66","-3.73","1730","1779","1582","1462410","2454869472","33076565520","19411130"
"083660","CSA 코스믹","KOSDAQ","중견기업부","1050","-1","-0.10","1048","1060","1010","22780","23665849","64309540050","61247181"
"000590","CS홀딩스","KOSPI",,"68900","-1000","-1.43","69800","69900","68700","2524","174995400","79543809800","1154482"
"012030","DB","KOSPI",,"1438","0","0.00","1443","1460","1425","317866","456147283","289288115654","201173933"
"456440","DB금융스팩11호","KOSDAQ","SPAC(소속부없음)","2275","0","0.00","0","0","0","0","0","12091625000","5315000"
"477760","DB금융스팩12호","KOSDAQ","SPAC(소속부없음)","2050","0","0.00","2035","2050","2030","1799","3677195","11972000000","5840000"
"016610","DB금융투자","KOSPI",,"5320","-80","-1.48","5360","5460","5290","79790","426792250","225814789480","42446389"
"005830","DB손해보험","KOSPI",,"103200","200","0.19","101600","104000","101300","161506","16664927200","7306560000000","70800000"
"000990","DB하이텍","KOSPI",,"35200","1150","3.38","34700","35300","33950","366833","12742082200","1562830297600","44398588"
"139130","DGB금융지주","KOSPI",,"8370","-360","-4.12","8760","8800","8340","1560400","13192082530","1415750622210","169145833"
"099520","DGI","KOSDAQ","관리종목(소속부없음)","1284","0","0.00","0","0","0","0","0","58141862016","45281824"
"060900","DGP","KOSDAQ","중견기업부","1060","-3","-0.28","1078","1078","1036","27715","29288187","26773722740","25258229"
"290120","DH오토리드","KOSDAQ","우량기업부","2260","-35","-1.53","2310","2400","2245","23987","55361345","35064211880","15515138"
"025440","DH오토웨어","KOSDAQ","중견기업부","835","-9","-1.07","838","853","827","120052","99815867","25702322040","30781224"
"001530","DI동일","KOSPI",,"50800","200","0.40","50600","51300","50400","145654","7411326900","1088812757600","21433322"
"000210","DL","KOSPI",,"32950","-50","-0.15","33400","33450","32750","26007","860241950","690496377800","20955884"
"000215","DL우","KOSPI",,"20000","-650","-3.15","20300","20650","19900","10940","219601810","33722300000","1686115"
"375500","DL이앤씨","KOSPI",,"32500","300","0.93","32250","32600","32050","104936","3391933250","1257542747500","38693623"
"37550L","DL이앤씨2우(전환)","KOSPI",,"21000","-50","-0.24","21250","21400","20900","5234","110224700","44350971000","2111951"
"37550K","DL이앤씨우","KOSPI",,"16140","-60","-0.37","16200","16200","16140","1258","20330090","34118103900","2113885"
"068790","DMS","KOSDAQ","우량기업부","6080","80","1.33","5960","6130","5940","163267","988908650","149404210880","24573061"
"007340","DN오토모티브","KOSPI",,"19060","320","1.71","18980","19320","18800","103118","1978769770","1125795386900","59065865"
"004840","DRB동일","KOSPI",,"4190","-25","-0.59","4325","4325","4150","19360","81045755","83506700000","19930000"
"241520","DSC인베스트먼트","KOSDAQ","중견기업부","2975","-15","-0.50","2990","3055","2945","97191","291268910","81800971875","27496125"
"155660","DSR","KOSPI",,"4085","-235","-5.44","4280","4295","4085","87765","365952540","65360000000","16000000"
"069730","DSR제강","KOSPI",,"3840","-100","-2.54","3965","4010","3745","96172","372700900","55296000000","14400000"
"017860","DS단석","KOSPI",,"43350","-2850","-6.17","45700","45850","43200","373722","16585115050","254091863400","5861404"
"180400","DXVX","KOSDAQ","중견기업부","1871","-109","-5.51","1998","1998","1828","793766","1503627828","92089557272","49219432"
"017940","E1","KOSPI",,"71300","-100","-0.14","71700","71700","71100","4253","303181700","489118000000","6860000"
"245620","EDGC","KOSDAQ","관리종목(소속부없음)","415","0","0.00","0","0","0","0","0","57474989665","138493951"
"037370","EG","KOSDAQ","중견기업부","5850","-130","-2.17","6150","6150","5840","12119","71348880","50456086200","8624972"
"278990","EMB","KONEX","일반기업부","4290","0","0.00","4290","4395","4005","139","607410","20598782490","4801581"
"365550","ESR켄달스퀘어리츠","KOSPI",,"4310","-55","-1.26","4365","4380","4170","876264","3720122705","918413590000","213089000"
"050120","ES큐브","KOSDAQ","중견기업부","1817","-15","-0.82","1821","1832","1801","2606","4740081","24645944262","13564086"
"383220","F&F","KOSPI",,"53500","900","1.71","52600","54300","52400","74628","3986194000","2049428512500","38307075"
"007700","F&F홀딩스","KOSPI",,"12210","20","0.16","12220","12250","12170","3356","40929270","477586421070","39114367"
"214270","FSN","KOSDAQ","중견기업부","1958","22","1.14","1960","2020","1930","246966","486687457","65104406554","33250463"
"130500","GH신소재","KOSDAQ","우량기업부","3450","795","29.94","2920","3450","2780","4291126","14180920485","50180429400","14545052"
"114090","GKL","KOSPI",,"11240","-110","-0.97","11350","11350","11130","74533","835469650","695257730800","61855670"
"900290","GRT","KOSDAQ","외국기업(소속부없음)","3420","-15","-0.44","3480","3500","3310","72546","248530265","230422500000","67375000"
"078930","GS","KOSPI",,"40550","250","0.62","40200","41150","39850","362721","14738753250","3767718577900","92915378"
"083450","GST","KOSDAQ","우량기업부","16340","250","1.55","16190","16460","16130","293290","4778299650","304222368400","18618260"
"006360","GS건설","KOSPI",,"18430","130","0.71","18400","18660","18180","347202","6381551060","1577266860700","85581490"
"001250","GS글로벌","KOSPI",,"2770","25","0.91","2770","2790","2715","910291","2509670705","228618526280","82533764"
"007070","GS리테일","KOSPI",,"23150","0","0.00","0","0","0","0","0","2424219894300","104717922"
"078935","GS우","KOSPI",,"38000","0","0.00","38000","38100","37700","9672","366778100","67823388000","1784826"
"297890","HB솔루션","KOSDAQ","우량기업부","2940","65","2.26","2860","2990","2845","469226","1367158395","215034287160","73140914"
"440290","HB인베스트먼트","KOSDAQ","중견기업부","1650","7","0.43","1645","1651","1630","41231","67539170","44726566500","27107010"
"078150","HB테크놀러지","KOSDAQ","우량기업부","2010","68","3.50","2000","2035","1950","1366977","2717300302","186358991160","92715916"
"012630","HDC","KOSPI",,"11920","120","1.02","11780","12270","11670","138404","1657420300","712121314320","59741721"
"039570","HDC랩스","KOSPI",,"8680","10","0.12","8670","8700","8540","12535","108437080","225311976680","25957601"
"089470","HDC현대EP","KOSPI",,"3500","-55","-1.55","3555","3555","3485","19229","67363535","111650000000","31900000"
"294870","HDC현대산업개발","KOSPI",,"19340","240","1.26","19250","19810","19230","335612","6538519880","1274647762200","65907330"
"009540","HD한국조선해양","KOSPI",,"208500","1000","0.48","205500","212000","204000","202033","42161684000","14756194686000","70773116"
"267250","HD현대","KOSPI",,"79800","1000","1.27","78200","81500","78200","251641","20252342900","6303648183000","78993085"
"267270","HD현대건설기계","KOSPI",,"60300","-900","-1.47","62000","63000","60300","139527","8596514900","1103826835800","18305586"
"443060","HD현대마린솔루션","KOSPI",,"145100","100","0.07","145900","149300","143100","92521","13577265100","6449695000000","44450000"
"071970","HD현대마린엔진","KOSPI",,"21800","200","0.93","21450","21950","21050","369425","7988087350","739488591000","33921495"
"010620","HD현대미포","KOSPI",,"137700","2400","1.77","135300","138800","133500","289170","39724430300","5500033917300","39942149"
"322000","HD현대에너지솔루션","KOSPI",,"22050","-150","-0.68","22200","22350","21500","64663","1424465350","246960000000","11200000"
"042670","HD현대인프라코어","KOSPI",,"7000","-100","-1.41","7120","7170","6980","1012150","7125922270","1348591069000","192655867"
"267260","HD현대일렉트릭","KOSPI",,"388500","8500","2.24","375500","397000","364000","500964","192332197500","14004311947500","36047135"
"329180","HD현대중공업","KOSPI",,"239500","0","0.00","240500","246000","235000","198314","47812299500","21261161282000","88773116"
"097230","HJ중공업","KOSPI",,"4200","295","7.55","4000","4420","3825","1953345","8221329980","349751980200","83274281"
"195940","HK이노엔","KOSDAQ GLOBAL","중견기업부","36650","-200","-0.54","36950","37250","36550","99877","3683535850","1038290505150","28329891"
"014790","HL D&I","KOSPI",,"2195","-35","-1.57","2245","2245","2195","14048","31126850","83099629195","37858601"
"028300","HLB","KOSDAQ","중견기업부","71400","-2300","-3.12","73800","73900","71400","523177","37788421400","9381062716200","131387433"
"003580","HLB글로벌","KOSPI",,"4000","-80","-1.96","4080","4135","3980","76895","308006410","194773988000","48693497"
"278650","HLB바이오스텝","KOSDAQ","우량기업부","2075","-45","-2.12","2125","2130","2070","94336","196482995","179965972175","86730589"
